Amplicon	Cpos	Gpos	001-A1-2531.cov	001-A1-2531.ratio	002-B1-930.cov	002-B1-930.ratio	003-C1-2184.cov	003-C1-2184.ratio	004-D1-1814.cov	004-D1-1814.ratio	005-E1-539.cov	005-E1-539.ratio	006-F1-1607.cov	006-F1-1607.ratio	007-G1-2467.cov	007-G1-2467.ratio	008-H1-1622.cov	008-H1-1622.ratio	009-A2-1962.cov	009-A2-1962.ratio	010-B2-1398.cov	010-B2-1398.ratio	011-C2-2265.cov	011-C2-2265.ratio	012-D2-1608.cov	012-D2-1608.ratio	013-E2-2124.cov	013-E2-2124.ratio	014-F2-1366.cov	014-F2-1366.ratio	015-G2-2649.cov	015-G2-2649.ratio	016-H2-1314.cov	016-H2-1314.ratio	017-A3-1393.cov	017-A3-1393.ratio	018-B3-2148.cov	018-B3-2148.ratio	019-C3-948.cov	019-C3-948.ratio	020-D3-2387.cov	020-D3-2387.ratio	021-E3-903.cov	021-E3-903.ratio	022-F3-2398.cov	022-F3-2398.ratio	023-G3-1747.cov	023-G3-1747.ratio	024-H3-2109.cov	024-H3-2109.ratio	025-A4-2427.cov	025-A4-2427.ratio	026-B4-1767.cov	026-B4-1767.ratio	027-C4-2520.cov	027-C4-2520.ratio	028-D4-1895.cov	028-D4-1895.ratio	029-E4-993.cov	029-E4-993.ratio	030-F4-1721.cov	030-F4-1721.ratio	031-G4-1220.cov	031-G4-1220.ratio	032-H4-2560.cov	032-H4-2560.ratio	033-A5-1365.cov	033-A5-1365.ratio	034-B5-1217.cov	034-B5-1217.ratio	035-C5-2349.cov	035-C5-2349.ratio	036-D5-1650.cov	036-D5-1650.ratio	037-E5-1342.cov	037-E5-1342.ratio	038-F5-462.cov	038-F5-462.ratio	039-G5-2288.cov	039-G5-2288.ratio	040-H5-996.cov	040-H5-996.ratio	041-A6-2272.cov	041-A6-2272.ratio	042-B6-2128.cov	042-B6-2128.ratio	043-C6-579.cov	043-C6-579.ratio	044-D6-1618.cov	044-D6-1618.ratio	045-E6-1923.cov	045-E6-1923.ratio	046-F6-1362.cov	046-F6-1362.ratio	047-G6-584.cov	047-G6-584.ratio	048-H6-1275.cov	048-H6-1275.ratio	049-A7-1616.cov	049-A7-1616.ratio	050-B7-2091.cov	050-B7-2091.ratio	051-C7-2011.cov	051-C7-2011.ratio	052-D7-2497.cov	052-D7-2497.ratio	053-E7-529.cov	053-E7-529.ratio	054-F7-982.cov	054-F7-982.ratio	055-G7-1908.cov	055-G7-1908.ratio	056-H7-1823.cov	056-H7-1823.ratio	057-A8-997.cov	057-A8-997.ratio	058-B8-1617.cov	058-B8-1617.ratio	059-C8-1606.cov	059-C8-1606.ratio	060-D8-2465.cov	060-D8-2465.ratio	061-E8-1623.cov	061-E8-1623.ratio	062-F8-1605.cov	062-F8-1605.ratio	063-G8-1361.cov	063-G8-1361.ratio	064-H8-2575.cov	064-H8-2575.ratio	065-A9-580.cov	065-A9-580.ratio	066-B9-783.cov	066-B9-783.ratio	067-C9-955.cov	067-C9-955.ratio	068-D9-2287.cov	068-D9-2287.ratio	069-E9-888.cov	069-E9-888.ratio	070-F9-1806.cov	070-F9-1806.ratio	071-G9-2046.cov	071-G9-2046.ratio	072-H9-2132.cov	072-H9-2132.ratio	073-A10-2608.cov	073-A10-2608.ratio	074-B10-2293.cov	074-B10-2293.ratio	075-C10-894.cov	075-C10-894.ratio	076-D10-2315.cov	076-D10-2315.ratio	077-E10-2395.cov	077-E10-2395.ratio	078-F10-2390.cov	078-F10-2390.ratio	079-G10-1919.cov	079-G10-1919.ratio	080-H10-2505.cov	080-H10-2505.ratio	081-A11-985.cov	081-A11-985.ratio	082-B11-1728.cov	082-B11-1728.ratio	083-C11-1283.cov	083-C11-1283.ratio	084-D11-2606.cov	084-D11-2606.ratio	085-E11-1402.cov	085-E11-1402.ratio	086-F11-417.cov	086-F11-417.ratio	087-G11-1922.cov	087-G11-1922.ratio	088-H11-2172.cov	088-H11-2172.ratio	089-A12-1858.cov	089-A12-1858.ratio	090-B12-2111.cov	090-B12-2111.ratio	091-C12-0M.cov	091-C12-0M.ratio	092-D12-1M.cov	092-D12-1M.ratio	093-E12-25M.cov	093-E12-25M.ratio	094-F12-50M.cov	094-F12-50M.ratio	095-G12-75M.cov	095-G12-75M.ratio	096-H12-100M.cov	096-H12-100M.ratio
lethal_PAH::chr12:103311222-103311277	9	11	38438	64.11	52315	84.86	65731	84.28	50784	78.03	37786	63.03	51297	85.51	57513	78.72	57524	74.86	33085	73.45	34204	55.01	32960	36.56	66128	64.92	40000	51.02	36284	37.41	34154	43.19	21101	 5.91	84634	83.11	58788	81.20	27255	55.13	62078	71.00	36753	49.36	56594	85.41	28016	46.62	84687	63.12	63598	84.71	49383	53.10	47223	65.55	54066	63.20	54644	81.72	46845	83.65	51153	82.56	62364	81.60	62421	80.11	38440	79.31	40645	78.35	35446	49.13	59727	78.80	52606	84.29	41081	61.93	54552	72.24	57705	68.63	27446	33.92	42065	62.18	47658	82.96	48628	61.15	80959	67.65	61110	53.28	71857	68.26	33887	35.39	51165	12.29	77235	14.49	33829	51.70	30587	21.70	60698	82.66	48267	46.62	51452	59.06	39896	58.27	57207	74.06	48694	46.11	45109	63.27	48927	65.93	43445	50.07	51050	78.63	39558	39.58	80721	81.92	47610	54.32	38554	46.30	63615	81.66	73523	65.87	67670	79.27	60806	 5.49	53167	54.28	48415	 4.48	91326	65.66	41346	68.49	35384	30.19	38929	 5.91	39562	55.52	40727	 3.43	50181	63.76	32539	71.07	29386	51.66	41581	87.48	34986	60.03	25332	29.56	22562	 7.19	60288	56.43	97211	84.77	82579	71.67	51007	64.44	34994	 0.15	54119	 1.39	67542	32.42	72909	59.45	64911	81.66	78358	97.68
lethal_PAH::chr12:103311222-103311277	25	27	38438	61.91	52315	79.64	65731	83.58	50784	79.12	37786	63.72	51297	85.10	57513	77.77	57524	74.41	33085	75.63	34204	54.41	32960	34.86	66128	62.70	40000	51.85	36284	39.36	34154	43.37	21101	 6.11	84634	82.97	58788	79.68	27255	55.19	62078	70.39	36753	49.17	56594	85.25	28016	47.09	84687	37.84	63598	82.50	49383	51.12	47223	62.24	54066	61.79	54644	80.85	46845	80.69	51153	81.74	62364	81.33	62421	79.49	38440	77.81	40645	75.17	35446	49.52	59727	78.76	52606	83.79	41081	60.30	54552	75.04	57705	68.62	27446	33.24	42065	62.34	47658	78.64	48628	53.62	80959	64.69	61110	53.37	71857	68.20	33887	36.43	51165	13.37	77235	15.75	33829	51.09	30587	22.76	60698	81.91	48267	46.12	51452	59.58	39896	57.12	57207	73.07	48694	48.80	45109	63.17	48927	65.71	43445	50.56	51050	78.04	39558	38.88	80721	82.34	47610	54.54	38554	42.00	63615	78.77	73523	65.07	67670	76.13	60806	 6.24	53167	53.96	48415	 4.08	91326	65.27	41346	61.74	35384	28.67	38929	 7.76	39562	55.35	40727	 6.46	50181	62.32	32539	69.39	29386	50.69	41581	87.45	34986	60.48	25332	30.53	22562	 3.99	60288	56.99	97211	84.58	82579	72.97	51007	64.16	34994	 0.44	54119	 1.20	67542	31.77	72909	57.89	64911	78.82	78358	97.85
lethal_PAH::chr12:103311222-103311277	28	30	38438	61.28	52315	77.96	65731	82.93	50784	77.29	37786	56.57	51297	84.77	57513	75.94	57524	73.96	33085	74.02	34204	53.30	32960	32.79	66128	62.06	40000	48.88	36284	37.05	34154	40.76	21101	 5.02	84634	81.10	58788	81.27	27255	49.94	62078	69.90	36753	46.91	56594	84.46	28016	35.38	84687	51.64	63598	79.85	49383	49.93	47223	62.10	54066	61.56	54644	81.99	46845	82.91	51153	80.88	62364	80.83	62421	74.78	38440	74.67	40645	64.70	35446	40.13	59727	72.89	52606	82.87	41081	57.67	54552	72.12	57705	68.05	27446	28.84	42065	58.12	47658	75.64	48628	55.97	80959	65.38	61110	52.33	71857	66.82	33887	35.31	51165	11.20	77235	12.35	33829	50.24	30587	16.87	60698	78.97	48267	43.09	51452	54.68	39896	46.58	57207	73.68	48694	47.05	45109	59.25	48927	63.42	43445	47.97	51050	66.85	39558	38.10	80721	76.76	47610	53.67	38554	42.14	63615	72.31	73523	59.81	67670	76.05	60806	 6.00	53167	56.10	48415	 2.61	91326	64.89	41346	46.01	35384	27.47	38929	 6.63	39562	54.68	40727	 3.45	50181	55.32	32539	68.11	29386	42.56	41581	85.19	34986	50.81	25332	29.20	22562	 2.68	60288	57.00	97211	85.62	82579	71.83	51007	62.12	34994	 0.15	54119	 1.35	67542	31.59	72909	57.48	64911	78.45	78358	96.79
lethal_PAH::chr12:103311222-103311277	52	54	38438	61.67	52315	73.31	65731	82.83	50784	76.93	37786	60.53	51297	82.64	57513	76.84	57524	72.83	33085	75.30	34204	51.49	32960	33.88	66128	57.20	40000	49.03	36284	37.75	34154	41.27	21101	 7.40	84634	80.53	58788	78.43	27255	53.93	62078	72.22	36753	42.96	56594	84.42	28016	42.77	84687	34.48	63598	80.68	49383	47.10	47223	60.39	54066	58.73	54644	79.51	46845	81.96	51153	80.45	62364	81.55	62421	69.27	38440	74.77	40645	62.44	35446	47.26	59727	66.61	52606	82.17	41081	60.25	54552	70.15	57705	65.61	27446	26.51	42065	58.60	47658	74.49	48628	56.44	80959	64.89	61110	52.69	71857	67.69	33887	34.55	51165	12.55	77235	13.24	33829	49.37	30587	13.86	60698	78.27	48267	44.63	51452	56.37	39896	53.71	57207	73.27	48694	48.13	45109	60.70	48927	65.89	43445	41.56	51050	73.74	39558	37.15	80721	72.72	47610	53.45	38554	33.01	63615	75.37	73523	60.82	67670	71.27	60806	 4.63	53167	56.22	48415	 3.85	91326	64.98	41346	19.76	35384	26.90	38929	 5.69	39562	52.50	40727	 5.36	50181	59.95	32539	69.92	29386	48.03	41581	85.82	34986	53.27	25332	33.28	22562	 4.87	60288	57.23	97211	83.32	82579	70.03	51007	60.87	34994	 0.09	54119	 1.21	67542	31.75	72909	56.24	64911	80.01	78358	96.02
lethal_PARP6_CELF6::chr15:72564749-72564814	4	6	141541	17.18	127362	15.67	97265	 1.01	140407	48.81	155016	 2.65	146562	66.70	127214	 9.76	99980	44.32	171139	 0.27	111148	 1.22	143283	 6.04	142988	34.05	123147	28.63	163605	 8.99	148808	11.44	188923	 1.01	165628	61.98	157870	19.67	70984	14.12	142621	41.55	154008	 5.40	132211	29.63	156077	10.29	146364	42.75	126682	37.24	148003	13.78	132895	17.31	180666	36.69	154754	61.49	145939	 0.90	133302	40.56	105066	32.59	179277	62.99	154795	 1.66	131221	 8.06	138441	55.71	135198	 8.00	151775	41.34	147686	18.77	191979	55.13	167916	16.17	101916	10.94	156968	29.20	197385	36.13	193977	36.19	211637	 5.31	164552	 8.65	155869	10.42	180418	20.45	157140	10.41	157433	37.26	128999	32.65	137938	 6.97	123331	27.09	149790	20.91	173664	37.82	109932	67.04	128720	48.28	223239	12.54	127331	34.27	156428	 1.11	157740	 5.04	76603	 2.95	151205	 1.71	163412	 4.58	170091	40.21	135045	41.92	133557	 0.69	191864	 6.43	146221	 0.88	151159	31.12	158575	18.38	162782	 6.42	172040	34.32	157757	 1.15	163792	10.58	179356	25.19	125381	17.96	175697	 1.59	171382	23.76	122223	17.67	66725	16.37	145110	 0.53	172853	13.86	156528	 8.94	164267	 2.14	161968	36.06	127991	11.64	178673	60.71	157912	28.03	657835	 0.22	449122	 0.62	441547	25.99	477053	46.95	582513	70.24	430035	97.40
lethal_PARP6_CELF6::chr15:72564749-72564814	9	11	141541	17.21	127362	13.45	97265	 0.56	140407	48.85	155016	 2.07	146562	64.11	127214	 6.77	99980	45.60	171139	 1.03	111148	 0.54	143283	 4.78	142988	31.85	123147	25.78	163605	 8.71	148808	11.36	188923	 0.58	165628	49.30	157870	19.99	70984	11.79	142621	45.10	154008	 5.27	132211	23.51	156077	 8.07	146364	39.83	126682	29.12	148003	14.54	132895	13.87	180666	36.61	154754	60.53	145939	 0.72	133302	39.94	105066	32.00	179277	58.51	154795	 0.83	131221	 7.35	138441	56.45	135198	 6.09	151775	42.44	147686	18.94	191979	56.11	167916	12.58	101916	 9.93	156968	30.67	197385	33.89	193977	21.39	211637	 2.83	164552	 8.05	155869	 7.68	180418	21.10	157140	 7.58	157433	39.44	128999	31.07	137938	 6.60	123331	28.08	149790	19.63	173664	34.92	109932	61.68	128720	44.12	223239	 8.15	127331	33.05	156428	 1.03	157740	 4.93	76603	 2.98	151205	 0.92	163412	 6.91	170091	39.05	135045	44.37	133557	 0.50	191864	 4.09	146221	 0.82	151159	27.27	158575	17.00	162782	 4.77	172040	34.10	157757	 0.89	163792	 7.88	179356	16.31	125381	17.54	175697	 1.03	171382	20.63	122223	17.29	66725	14.72	145110	 1.26	172853	14.39	156528	 9.38	164267	 0.29	161968	33.79	127991	10.21	178673	60.87	157912	24.24	657835	 0.72	449122	 0.82	441547	26.83	477053	46.82	582513	71.19	430035	95.39
lethal_PARP6_CELF6::chr15:72564749-72564814	16	18	141541	16.77	127362	 9.06	97265	 0.63	140407	47.84	155016	 1.72	146562	62.03	127214	 4.44	99980	43.81	171139	 0.23	111148	 0.66	143283	 6.02	142988	13.23	123147	22.44	163605	 9.13	148808	 7.51	188923	 1.33	165628	43.96	157870	17.01	70984	 6.01	142621	36.40	154008	 5.72	132211	14.90	156077	 5.37	146364	28.37	126682	24.60	148003	12.45	132895	 9.05	180666	19.82	154754	59.88	145939	 0.39	133302	39.18	105066	32.20	179277	56.08	154795	 1.79	131221	 4.10	138441	54.37	135198	 5.33	151775	40.11	147686	16.19	191979	55.11	167916	 7.97	101916	 6.75	156968	29.05	197385	12.77	193977	23.48	211637	 2.29	164552	 7.32	155869	 7.94	180418	20.42	157140	 6.34	157433	28.94	128999	26.78	137938	 4.98	123331	29.56	149790	20.59	173664	26.12	109932	61.27	128720	43.38	223239	 6.19	127331	34.72	156428	 1.47	157740	 4.39	76603	 2.30	151205	 0.55	163412	 7.31	170091	39.92	135045	41.58	133557	 0.63	191864	 5.23	146221	 0.34	151159	24.07	158575	15.10	162782	 4.53	172040	30.97	157757	 0.21	163792	 9.17	179356	14.01	125381	17.02	175697	 1.55	171382	10.87	122223	16.74	66725	10.18	145110	 0.55	172853	13.90	156528	 8.47	164267	 0.84	161968	26.51	127991	 6.55	178673	61.87	157912	22.07	657835	 0.28	449122	 0.93	441547	25.58	477053	48.27	582513	71.01	430035	97.36
lethal_PARP6_CELF6::chr15:72564749-72564814	27	29	141541	15.49	127362	 2.42	97265	 0.66	140407	40.69	155016	 5.88	146562	27.95	127214	 1.70	99980	35.99	171139	 0.89	111148	 0.62	143283	 4.89	142988	14.43	123147	15.48	163605	 8.76	148808	 4.87	188923	 1.15	165628	17.56	157870	16.45	70984	 3.63	142621	21.61	154008	 3.11	132211	 6.65	156077	 2.30	146364	 8.03	126682	13.41	148003	 6.94	132895	 3.82	180666	 9.62	154754	15.91	145939	 1.23	133302	36.75	105066	31.06	179277	44.55	154795	 0.56	131221	 1.67	138441	35.39	135198	 2.01	151775	34.04	147686	13.35	191979	33.10	167916	 1.35	101916	 3.40	156968	27.36	197385	 8.44	193977	31.06	211637	 1.90	164552	 4.83	155869	 5.51	180418	21.04	157140	 3.03	157433	20.16	128999	26.51	137938	 4.06	123331	17.71	149790	14.44	173664	11.20	109932	33.17	128720	26.98	223239	 0.75	127331	17.53	156428	 1.30	157740	 1.03	76603	 2.00	151205	 0.81	163412	 0.49	170091	37.01	135045	38.71	133557	 1.21	191864	 2.22	146221	 0.94	151159	22.82	158575	 9.24	162782	 1.90	172040	24.02	157757	 1.44	163792	 8.25	179356	12.95	125381	17.54	175697	 1.54	171382	 3.24	122223	13.44	66725	 7.61	145110	 0.59	172853	 5.80	156528	 9.02	164267	 0.90	161968	 6.99	127991	 5.19	178673	47.75	157912	20.06	657835	 0.61	449122	 1.35	441547	26.81	477053	47.54	582513	71.80	430035	97.39
lethal_PARP6_CELF6::chr15:72564749-72564814	34	36	141541	14.35	127362	 8.30	97265	 0.63	140407	44.76	155016	 4.12	146562	59.38	127214	 2.84	99980	42.00	171139	 1.57	111148	 1.70	143283	 5.45	142988	21.14	123147	21.85	163605	 9.16	148808	 6.77	188923	 1.25	165628	39.16	157870	19.74	70984	 9.05	142621	34.22	154008	 5.58	132211	12.36	156077	 4.02	146364	32.51	126682	31.86	148003	12.17	132895	 9.70	180666	30.04	154754	36.28	145939	 0.84	133302	39.92	105066	31.21	179277	60.36	154795	 0.52	131221	 4.98	138441	52.84	135198	 5.27	151775	38.98	147686	17.77	191979	48.48	167916	 5.53	101916	 7.99	156968	29.79	197385	 9.64	193977	35.21	211637	 4.18	164552	 6.35	155869	 7.98	180418	21.29	157140	 9.27	157433	30.79	128999	30.53	137938	 5.66	123331	27.37	149790	15.60	173664	24.20	109932	52.56	128720	46.10	223239	 7.02	127331	32.23	156428	 1.42	157740	 3.27	76603	 2.68	151205	 1.21	163412	 6.14	170091	39.44	135045	42.34	133557	 1.45	191864	 5.88	146221	 0.73	151159	39.63	158575	15.79	162782	 4.92	172040	32.13	157757	 1.14	163792	 9.33	179356	18.57	125381	17.72	175697	 0.31	171382	11.97	122223	15.21	66725	10.11	145110	 0.30	172853	 9.79	156528	 9.45	164267	 0.30	161968	16.24	127991	 3.93	178673	58.07	157912	19.74	657835	 0.60	449122	 1.60	441547	27.49	477053	47.09	582513	71.44	430035	97.06
lethal_PARP6_CELF6::chr15:72564749-72564814	38	40	141541	16.19	127362	10.60	97265	 0.50	140407	48.68	155016	 2.50	146562	62.40	127214	 5.55	99980	44.19	171139	 0.25	111148	 1.20	143283	 5.32	142988	14.12	123147	25.01	163605	 9.38	148808	 7.95	188923	 1.35	165628	44.88	157870	19.42	70984	 6.39	142621	37.18	154008	 4.56	132211	18.54	156077	 6.37	146364	51.48	126682	28.62	148003	11.49	132895	11.29	180666	30.76	154754	60.32	145939	 0.42	133302	39.43	105066	31.23	179277	62.64	154795	 0.94	131221	 4.09	138441	54.84	135198	 5.40	151775	42.63	147686	17.07	191979	50.11	167916	 7.21	101916	 7.08	156968	29.47	197385	10.54	193977	27.56	211637	 2.99	164552	 7.31	155869	 7.47	180418	21.97	157140	 7.49	157433	35.38	128999	31.46	137938	 5.92	123331	28.73	149790	19.39	173664	28.65	109932	60.37	128720	45.66	223239	 6.92	127331	33.48	156428	 1.41	157740	 3.23	76603	 2.52	151205	 0.41	163412	 5.48	170091	40.20	135045	45.45	133557	 1.17	191864	 4.31	146221	 1.13	151159	28.87	158575	17.39	162782	 6.35	172040	33.32	157757	 0.39	163792	 9.00	179356	19.79	125381	17.05	175697	 1.07	171382	12.51	122223	15.35	66725	13.44	145110	 0.68	172853	13.06	156528	 8.99	164267	 1.24	161968	18.28	127991	 7.75	178673	59.24	157912	20.38	657835	 0.31	449122	 0.65	441547	25.45	477053	44.87	582513	67.51	430035	91.77
lethal_PARP6_CELF6::chr15:72564749-72564814	43	45	141541	17.34	127362	10.96	97265	 0.89	140407	47.96	155016	 3.25	146562	78.32	127214	 8.80	99980	45.76	171139	 0.85	111148	 0.74	143283	 6.45	142988	41.70	123147	28.24	163605	 9.44	148808	11.34	188923	 0.92	165628	59.81	157870	19.74	70984	10.85	142621	37.12	154008	 6.69	132211	27.72	156077	 9.28	146364	58.11	126682	40.67	148003	14.30	132895	13.47	180666	35.33	154754	57.13	145939	 0.86	133302	39.86	105066	31.76	179277	68.61	154795	 1.07	131221	10.00	138441	55.18	135198	 6.42	151775	43.12	147686	19.83	191979	57.00	167916	16.34	101916	10.91	156968	29.60	197385	37.24	193977	36.83	211637	 3.98	164552	 8.22	155869	 9.27	180418	21.77	157140	 7.73	157433	40.80	128999	32.60	137938	 7.30	123331	29.06	149790	21.64	173664	38.42	109932	66.61	128720	48.19	223239	11.86	127331	36.20	156428	 1.69	157740	 2.37	76603	 4.21	151205	 2.13	163412	 7.59	170091	40.77	135045	46.38	133557	 0.47	191864	 3.79	146221	 0.56	151159	43.35	158575	23.28	162782	 8.01	172040	34.04	157757	 1.27	163792	10.35	179356	31.75	125381	17.95	175697	 3.35	171382	19.81	122223	15.90	66725	17.42	145110	 1.30	172853	13.40	156528	 9.13	164267	 1.05	161968	28.85	127991	11.97	178673	62.81	157912	25.13	657835	 0.71	449122	 0.50	441547	26.39	477053	47.71	582513	72.20	430035	97.22
lethal_PARP6_CELF6::chr15:72564749-72564814	54	56	141541	11.99	127362	 8.59	97265	 0.10	140407	45.45	155016	 1.16	146562	73.07	127214	 2.45	99980	46.09	171139	 0.11	111148	 1.18	143283	 5.37	142988	16.10	123147	20.48	163605	 9.06	148808	 6.28	188923	 1.18	165628	44.26	157870	19.83	70984	 5.83	142621	34.27	154008	 6.45	132211	17.33	156077	 5.74	146364	51.91	126682	27.80	148003	13.33	132895	 9.64	180666	19.63	154754	42.16	145939	 0.65	133302	39.54	105066	31.48	179277	62.08	154795	 0.56	131221	 5.83	138441	52.94	135198	 5.25	151775	38.18	147686	15.48	191979	52.48	167916	11.01	101916	 5.78	156968	27.75	197385	16.63	193977	34.93	211637	 3.79	164552	 6.76	155869	 7.65	180418	21.45	157140	 6.69	157433	29.18	128999	30.87	137938	 4.50	123331	25.71	149790	17.50	173664	25.14	109932	62.74	128720	35.62	223239	 6.16	127331	31.95	156428	 2.13	157740	 3.67	76603	 1.88	151205	 0.65	163412	 2.64	170091	39.85	135045	45.45	133557	 0.38	191864	 3.57	146221	 0.72	151159	22.06	158575	11.37	162782	 4.41	172040	33.63	157757	 1.43	163792	 9.90	179356	19.34	125381	18.37	175697	 1.66	171382	 6.67	122223	16.04	66725	10.61	145110	 0.64	172853	12.56	156528	 8.97	164267	 0.68	161968	15.83	127991	 5.26	178673	57.03	157912	20.10	657835	 0.46	449122	 0.65	441547	25.84	477053	44.75	582513	66.78	430035	92.31
lethal_PARP6_CELF6::chr15:72564749-72564814	62	64	141541	18.01	127362	17.56	97265	 0.65	140407	49.16	155016	 6.61	146562	82.52	127214	 9.74	99980	45.65	171139	 1.27	111148	 0.30	143283	 4.96	142988	32.49	123147	28.80	163605	 8.83	148808	12.25	188923	 1.31	165628	63.89	157870	20.13	70984	11.41	142621	42.72	154008	 6.75	132211	31.77	156077	12.57	146364	57.58	126682	40.76	148003	12.15	132895	15.31	180666	37.96	154754	62.14	145939	 0.68	133302	40.80	105066	33.00	179277	69.79	154795	 1.70	131221	 7.19	138441	56.30	135198	 6.67	151775	43.52	147686	19.42	191979	56.55	167916	18.86	101916	10.19	156968	29.59	197385	31.42	193977	29.81	211637	 6.21	164552	 8.90	155869	10.56	180418	21.74	157140	10.06	157433	48.71	128999	33.01	137938	 8.77	123331	30.40	149790	21.59	173664	41.91	109932	67.90	128720	47.81	223239	12.11	127331	36.16	156428	 1.38	157740	 5.78	76603	 3.85	151205	 1.82	163412	10.26	170091	41.84	135045	50.20	133557	 1.18	191864	 8.56	146221	 0.63	151159	42.48	158575	22.88	162782	 7.34	172040	34.99	157757	 1.06	163792	11.90	179356	27.93	125381	18.68	175697	 1.17	171382	20.45	122223	18.10	66725	18.31	145110	 1.08	172853	13.62	156528	 9.25	164267	 0.71	161968	37.71	127991	12.19	178673	61.26	157912	22.66	657835	 1.10	449122	 1.23	441547	25.14	477053	43.64	582513	65.26	430035	90.46
lethal_PRDM8::chr4:81118580-81118621	6	8	357273	21.27	350378	18.63	361697	32.23	300329	73.49	389595	22.01	391070	26.88	278842	25.82	219896	71.90	331788	28.49	441156	75.41	432410	20.26	328687	36.73	444903	20.84	375313	38.88	376090	38.38	663741	 4.62	404285	78.35	373172	24.57	418399	37.77	325878	42.84	358124	60.96	470086	47.53	405781	29.33	358079	24.59	325891	20.84	398442	37.59	402593	74.99	426745	45.04	354358	70.00	291805	37.75	422007	67.51	309999	55.25	425134	31.29	257244	33.80	373354	20.16	391743	54.77	420873	44.25	366731	64.72	414913	22.49	285622	23.23	354929	17.86	369699	43.13	387266	47.34	382071	39.15	435269	53.19	374688	35.21	359405	30.69	414735	41.69	455013	26.03	308137	37.02	333148	26.81	345888	45.98	381042	20.83	355566	61.36	311395	54.24	373867	28.42	444265	35.55	349639	46.28	523672	37.03	368520	47.47	460359	20.08	371579	37.43	410482	52.76	420931	 9.56	347229	23.30	354079	23.26	341681	52.17	361035	64.27	205015	42.89	281963	65.03	325964	24.29	234555	36.92	406163	11.34	443280	49.92	339732	44.44	403509	24.83	407822	25.35	390672	47.81	387426	14.05	361911	49.98	400071	51.11	427904	34.01	356737	53.46	480305	14.73	453647	27.04	340966	20.00	394508	33.78	269311	57.86	332954	51.94	383136	40.92	230560	 0.66	152006	 1.72	178947	24.35	125154	55.90	217352	77.24	167249	98.05
lethal_PRDM8::chr4:81118580-81118621	18	20	357273	24.18	350378	23.30	361697	34.95	300329	74.44	389595	24.28	391070	30.04	278842	27.21	219896	73.88	331788	29.62	441156	79.66	432410	21.92	328687	42.78	444903	23.97	375313	40.62	376090	41.20	663741	 5.01	404285	78.86	373172	27.76	418399	41.71	325878	45.78	358124	63.89	470086	50.26	405781	33.14	358079	26.07	325891	24.86	398442	38.19	402593	78.21	426745	47.58	354358	70.50	291805	41.68	422007	69.83	309999	57.78	425134	35.78	257244	37.43	373354	23.49	391743	57.52	420873	49.73	366731	68.78	414913	24.93	285622	25.50	354929	19.84	369699	45.08	387266	49.67	382071	46.93	435269	58.25	374688	36.83	359405	32.54	414735	46.98	455013	27.91	308137	44.95	333148	32.08	345888	50.14	381042	21.97	355566	63.87	311395	56.71	373867	30.72	444265	36.57	349639	48.97	523672	37.78	368520	50.17	460359	19.86	371579	39.14	410482	55.03	420931	10.39	347229	24.42	354079	26.04	341681	57.11	361035	74.34	205015	45.02	281963	76.53	325964	22.88	234555	38.68	406163	12.47	443280	52.74	339732	47.84	403509	26.09	407822	26.09	390672	50.58	387426	16.39	361911	58.17	400071	54.85	427904	38.61	356737	57.11	480305	13.55	453647	28.91	340966	20.53	394508	39.22	269311	74.72	332954	59.54	383136	44.35	230560	 0.23	152006	 2.00	178947	24.97	125154	56.93	217352	75.80	167249	95.73
lethal_PRDM8::chr4:81118580-81118621	20	22	357273	20.66	350378	20.02	361697	31.41	300329	73.76	389595	22.56	391070	28.35	278842	23.82	219896	70.15	331788	28.87	441156	78.02	432410	21.93	328687	36.98	444903	22.34	375313	38.78	376090	39.58	663741	 4.76	404285	78.27	373172	23.14	418399	38.06	325878	43.59	358124	60.41	470086	46.41	405781	27.97	358079	19.18	325891	23.46	398442	34.64	402593	76.09	426745	47.99	354358	71.76	291805	45.09	422007	68.30	309999	55.63	425134	31.51	257244	34.63	373354	19.36	391743	54.78	420873	47.58	366731	65.30	414913	23.37	285622	22.29	354929	22.84	369699	42.86	387266	48.49	382071	44.65	435269	53.81	374688	37.55	359405	29.99	414735	44.04	455013	24.43	308137	38.69	333148	27.36	345888	48.86	381042	21.00	355566	61.78	311395	55.28	373867	28.23	444265	33.60	349639	47.84	523672	36.05	368520	50.13	460359	19.97	371579	38.51	410482	53.18	420931	11.18	347229	20.41	354079	24.60	341681	55.61	361035	75.43	205015	39.77	281963	74.61	325964	22.09	234555	35.36	406163	11.63	443280	49.83	339732	46.13	403509	23.95	407822	24.92	390672	46.86	387426	13.88	361911	58.59	400071	52.98	427904	35.50	356737	53.75	480305	12.75	453647	27.10	340966	19.00	394508	38.07	269311	76.22	332954	56.56	383136	43.87	230560	 0.30	152006	 1.45	178947	23.62	125154	56.97	217352	77.73	167249	98.86
