Amplicon	Cpos	Gpos	001-A1-1824.cov	001-A1-1824.ratio	002-B1-954.cov	002-B1-954.ratio	003-C1-1912.cov	003-C1-1912.ratio	004-D1-1757.cov	004-D1-1757.ratio	005-E1-2477.cov	005-E1-2477.ratio	006-F1-1436.cov	006-F1-1436.ratio	007-G1-1755.cov	007-G1-1755.ratio	008-H1-1954.cov	008-H1-1954.ratio	009-A2-1439.cov	009-A2-1439.ratio	010-B2-1963.cov	010-B2-1963.ratio	011-C2-1219.cov	011-C2-1219.ratio	012-D2-1924.cov	012-D2-1924.ratio	013-E2-1261.cov	013-E2-1261.ratio	014-F2-2074.cov	014-F2-2074.ratio	015-G2-2010.cov	015-G2-2010.ratio	016-H2-1274.cov	016-H2-1274.ratio	017-A3-1927.cov	017-A3-1927.ratio	018-B3-1309.cov	018-B3-1309.ratio	019-C3-956.cov	019-C3-956.ratio	020-D3-1712.cov	020-D3-1712.ratio	021-E3-565.cov	021-E3-565.ratio	022-F3-593.cov	022-F3-593.ratio	023-G3-1857.cov	023-G3-1857.ratio	024-H3-995.cov	024-H3-995.ratio	025-A4-1831.cov	025-A4-1831.ratio	026-B4-896.cov	026-B4-896.ratio	027-C4-2481.cov	027-C4-2481.ratio	028-D4-491.cov	028-D4-491.ratio	029-E4-2271.cov	029-E4-2271.ratio	030-F4-953.cov	030-F4-953.ratio	031-G4-2290.cov	031-G4-2290.ratio	032-H4-2512.cov	032-H4-2512.ratio	033-A5-2269.cov	033-A5-2269.ratio	034-B5-1734.cov	034-B5-1734.ratio	035-C5-2106.cov	035-C5-2106.ratio	036-D5-1804.cov	036-D5-1804.ratio	037-E5-1753.cov	037-E5-1753.ratio	038-F5-999.cov	038-F5-999.ratio	039-G5-1744.cov	039-G5-1744.ratio	040-H5-2414.cov	040-H5-2414.ratio	041-A6-947.cov	041-A6-947.ratio	042-B6-1377.cov	042-B6-1377.ratio	043-C6-1793.cov	043-C6-1793.ratio	044-D6-1893.cov	044-D6-1893.ratio	045-E6-535.cov	045-E6-535.ratio	046-F6-1438.cov	046-F6-1438.ratio	047-G6-1825.cov	047-G6-1825.ratio	048-H6-890.cov	048-H6-890.ratio	049-A7-2294.cov	049-A7-2294.ratio	050-B7-816.cov	050-B7-816.ratio	051-C7-2525.cov	051-C7-2525.ratio	052-D7-1225.cov	052-D7-1225.ratio	053-E7-2052.cov	053-E7-2052.ratio	054-F7-385.cov	054-F7-385.ratio	055-G7-496.cov	055-G7-496.ratio	056-H7-2182.cov	056-H7-2182.ratio	057-A8-2483.cov	057-A8-2483.ratio	058-B8-2079.cov	058-B8-2079.ratio	059-C8-2102.cov	059-C8-2102.ratio	060-D8-1651.cov	060-D8-1651.ratio	061-E8-891.cov	061-E8-891.ratio	062-F8-2114.cov	062-F8-2114.ratio	063-G8-2175.cov	063-G8-2175.ratio	064-H8-1856.cov	064-H8-1856.ratio	065-A9-2107.cov	065-A9-2107.ratio	066-B9-540.cov	066-B9-540.ratio	067-C9-1808.cov	067-C9-1808.ratio	068-D9-2424.cov	068-D9-2424.ratio	069-E9-2428.cov	069-E9-2428.ratio	070-F9-2321.cov	070-F9-2321.ratio	071-G9-897.cov	071-G9-897.ratio	072-H9-933.cov	072-H9-933.ratio	073-A10-924.cov	073-A10-924.ratio	074-B10-2313.cov	074-B10-2313.ratio	075-C10-1218.cov	075-C10-1218.ratio	076-D10-1603.cov	076-D10-1603.ratio	077-E10-1256.cov	077-E10-1256.ratio	078-F10-904.cov	078-F10-904.ratio	079-G10-1894.cov	079-G10-1894.ratio	080-H10-2246.cov	080-H10-2246.ratio	081-A11-2316.cov	081-A11-2316.ratio	082-B11-2127.cov	082-B11-2127.ratio	083-C11-2466.cov	083-C11-2466.ratio	084-D11-448.cov	084-D11-448.ratio	085-E11-2510.cov	085-E11-2510.ratio	086-F11-613.cov	086-F11-613.ratio	087-G11-2144.cov	087-G11-2144.ratio	088-H11-1754.cov	088-H11-1754.ratio	089-A12-1916.cov	089-A12-1916.ratio	090-B12-1619.cov	090-B12-1619.ratio	091-C12-2603.cov	091-C12-2603.ratio	092-D12-1826.cov	092-D12-1826.ratio	093-E12-2607.cov	093-E12-2607.ratio	094-F12-1376.cov	094-F12-1376.ratio	095-G12-2452.cov	095-G12-2452.ratio	096-H12-2393.cov	096-H12-2393.ratio
lethal_PAH::chr12:103311222-103311277	9	11	38601	 1.66	52271	60.62	37682	43.61	16752	33.27	56140	67.51	71422	72.52	42897	61.47	66403	68.94	39325	52.66	45069	72.40	38017	57.66	51117	52.04	38302	39.91	27528	42.35	27182	63.40	22220	 6.58	86922	88.58	52973	51.03	30144	47.43	39591	25.63	41384	68.96	29958	34.14	33683	58.46	23359	88.20	58123	56.26	21494	 2.70	33303	38.70	25496	55.31	28484	64.02	36353	64.79	78175	68.16	47998	47.72	48130	71.97	24318	65.20	31562	 2.66	39515	75.83	36626	66.01	57352	63.69	19990	55.74	55462	68.10	44951	90.07	19685	77.09	56576	91.65	43725	14.75	75277	76.32	45781	57.84	29708	48.10	34425	94.41	45064	15.05	36403	16.28	63065	41.26	78464	92.62	66358	85.29	44980	38.50	35974	83.45	37764	29.05	56999	49.14	21950	57.84	67605	82.92	27883	44.02	15780	67.02	39318	41.40	37666	85.06	42059	18.47	56745	87.24	25927	56.88	65994	61.44	36138	78.50	107915	78.81	50956	51.78	74958	87.47	66501	63.90	50703	83.84	80675	81.01	75328	81.28	63580	93.18	62355	63.58	28523	57.14	61506	64.18	42831	53.16	72792	52.85	23668	14.97	57651	44.51	74173	88.91	35313	58.07	28605	 0.14	81617	62.03	41059	73.86	60618	 8.05	46767	70.85	77950	69.89	19412	47.82	96896	73.47	58464	53.23	54406	76.19	60502	70.64
lethal_PAH::chr12:103311222-103311277	25	27	38601	 1.67	52271	58.92	37682	39.73	16752	33.45	56140	66.95	71422	71.55	42897	62.10	66403	68.45	39325	52.32	45069	70.50	38017	55.15	51117	51.69	38302	39.33	27528	30.82	27182	62.80	22220	 5.96	86922	83.88	52973	52.25	30144	47.09	39591	27.13	41384	64.80	29958	34.42	33683	57.10	23359	88.05	58123	57.44	21494	 2.51	33303	38.24	25496	53.86	28484	63.21	36353	62.72	78175	67.73	47998	48.74	48130	71.98	24318	64.75	31562	 3.07	39515	74.88	36626	63.11	57352	59.41	19990	55.21	55462	65.66	44951	88.71	19685	74.80	56576	90.56	43725	14.64	75277	75.90	45781	57.98	29708	45.60	34425	94.53	45064	14.32	36403	15.87	63065	42.41	78464	90.59	66358	82.75	44980	38.40	35974	83.35	37764	29.46	56999	48.13	21950	57.23	67605	80.47	27883	44.09	15780	64.05	39318	41.84	37666	84.14	42059	19.43	56745	86.01	25927	56.79	65994	57.55	36138	74.24	107915	45.73	50956	52.40	74958	88.03	66501	62.62	50703	81.91	80675	78.73	75328	80.20	63580	89.64	62355	62.87	28523	56.82	61506	58.87	42831	48.69	72792	51.31	23668	15.22	57651	47.15	74173	83.00	35313	55.85	28605	 2.29	81617	62.85	41059	72.75	60618	 8.00	46767	67.25	77950	67.31	19412	46.79	96896	71.77	58464	52.87	54406	73.69	60502	67.79
lethal_PAH::chr12:103311222-103311277	28	30	38601	 0.67	52271	57.84	37682	41.39	16752	30.41	56140	63.24	71422	70.03	42897	58.17	66403	68.08	39325	47.33	45069	69.50	38017	53.45	51117	48.21	38302	37.24	27528	29.74	27182	60.89	22220	 5.95	86922	75.05	52973	50.76	30144	44.44	39591	27.17	41384	65.96	29958	29.64	33683	53.34	23359	86.18	58123	44.75	21494	 2.22	33303	35.53	25496	48.46	28484	56.97	36353	55.86	78175	65.49	47998	41.76	48130	66.31	24318	52.27	31562	 3.80	39515	74.10	36626	64.89	57352	59.02	19990	55.45	55462	65.25	44951	87.93	19685	74.81	56576	72.61	43725	12.97	75277	77.31	45781	52.89	29708	37.30	34425	91.47	45064	11.41	36403	16.26	63065	43.27	78464	92.13	66358	79.88	44980	32.79	35974	81.30	37764	28.41	56999	47.22	21950	56.60	67605	78.14	27883	44.84	15780	62.89	39318	38.94	37666	80.90	42059	 8.49	56745	82.74	25927	56.32	65994	57.85	36138	76.35	107915	49.41	50956	48.33	74958	85.91	66501	59.42	50703	82.83	80675	77.72	75328	76.79	63580	88.69	62355	51.05	28523	52.23	61506	51.81	42831	48.44	72792	50.47	23668	15.20	57651	45.17	74173	81.27	35313	52.96	28605	 0.84	81617	57.19	41059	73.48	60618	 7.50	46767	65.17	77950	69.97	19412	46.49	96896	70.43	58464	51.04	54406	73.27	60502	67.80
lethal_PAH::chr12:103311222-103311277	52	54	38601	 1.45	52271	55.38	37682	37.78	16752	30.89	56140	64.39	71422	70.34	42897	54.65	66403	65.86	39325	48.62	45069	69.93	38017	52.35	51117	46.35	38302	37.50	27528	 7.83	27182	62.62	22220	 5.92	86922	76.99	52973	38.16	30144	44.91	39591	28.28	41384	66.66	29958	31.63	33683	49.56	23359	83.24	58123	47.83	21494	 1.31	33303	30.09	25496	49.06	28484	60.03	36353	56.83	78175	62.20	47998	45.95	48130	63.99	24318	57.18	31562	 2.94	39515	73.23	36626	62.88	57352	61.25	19990	53.69	55462	63.95	44951	85.01	19685	72.26	56576	72.79	43725	11.74	75277	79.51	45781	49.92	29708	34.15	34425	81.47	45064	13.46	36403	18.18	63065	41.86	78464	88.09	66358	80.36	44980	32.61	35974	81.93	37764	26.21	56999	45.59	21950	54.28	67605	78.90	27883	43.44	15780	63.67	39318	39.23	37666	77.41	42059	12.23	56745	79.68	25927	56.65	65994	56.76	36138	73.13	107915	51.06	50956	45.18	74958	83.02	66501	64.34	50703	79.89	80675	76.79	75328	79.06	63580	83.51	62355	56.29	28523	54.96	61506	51.48	42831	45.51	72792	48.67	23668	12.74	57651	44.54	74173	81.01	35313	52.56	28605	 0.09	81617	55.89	41059	72.37	60618	 5.98	46767	68.59	77950	68.16	19412	46.58	96896	66.06	58464	50.27	54406	72.51	60502	67.85
lethal_PARP6_CELF6::chr15:72564749-72564814	4	6	189430	33.02	153821	 1.14	180898	14.39	113699	 3.07	177360	 4.20	178383	67.65	128029	22.68	153259	 3.19	145879	38.21	140262	 1.31	155780	42.75	140498	23.57	189215	 3.65	102108	 3.81	67846	 0.96	150247	 0.44	261434	56.54	264190	29.71	190268	20.41	211038	 0.38	124841	14.86	224640	 0.64	132208	23.73	68241	66.33	169345	22.65	126857	41.51	155162	10.56	105191	22.42	135673	 1.67	83088	 1.45	252652	34.60	142249	16.45	129208	28.97	111142	 2.91	115025	18.88	87289	19.05	172333	 0.98	140283	21.06	80520	28.29	154853	 7.78	88141	 3.79	86343	39.04	101885	64.10	117569	 5.20	169633	19.39	143362	21.72	75224	17.07	108077	89.56	138190	51.03	109090	 2.44	167474	15.25	103591	76.32	126871	 2.84	149054	 9.67	85448	43.09	137175	 1.93	142436	19.87	75722	47.77	167060	 1.58	108059	16.73	83316	 0.40	154921	25.59	89236	 7.45	105604	59.21	147001	50.83	52248	52.22	169302	38.19	81724	36.25	125008	35.93	111636	 0.88	146911	28.71	137552	 0.13	109216	 1.98	169650	70.75	166709	51.11	130600	59.43	160024	27.63	111561	 0.56	234007	 1.47	156245	28.63	172049	 2.51	103370	 6.12	165590	30.66	180500	38.03	134997	22.36	213468	 0.16	189586	14.22	89970	 4.87	176520	 2.12	130501	 4.21	247803	 0.67	183392	12.33	201786	32.50	201686	27.16	143444	49.70	205540	 0.40
lethal_PARP6_CELF6::chr15:72564749-72564814	9	11	189430	28.20	153821	 0.81	180898	16.19	113699	 2.67	177360	 5.05	178383	65.06	128029	27.39	153259	 3.13	145879	36.58	140262	 1.02	155780	41.95	140498	26.72	189215	 3.60	102108	 3.28	67846	 1.14	150247	 0.82	261434	47.38	264190	28.15	190268	19.48	211038	 0.48	124841	11.84	224640	 0.28	132208	22.68	68241	68.60	169345	22.55	126857	39.87	155162	11.04	105191	15.75	135673	 0.57	83088	 0.91	252652	33.77	142249	 9.02	129208	28.96	111142	 3.17	115025	15.98	87289	16.34	172333	 0.16	140283	22.50	80520	27.28	154853	 6.33	88141	 3.38	86343	38.63	101885	61.61	117569	 2.30	169633	25.98	143362	20.22	75224	 7.11	108077	88.74	138190	50.73	109090	 1.93	167474	14.27	103591	75.30	126871	 2.16	149054	 8.29	85448	42.16	137175	 1.25	142436	16.47	75722	47.72	167060	 0.73	108059	15.45	83316	 0.46	154921	24.09	89236	 4.99	105604	39.12	147001	43.62	52248	52.59	169302	37.31	81724	36.65	125008	35.87	111636	 1.74	146911	26.31	137552	 0.92	109216	 2.65	169650	67.95	166709	50.77	130600	56.28	160024	26.83	111561	 1.00	234007	 2.04	156245	23.91	172049	 2.25	103370	 3.55	165590	30.81	180500	31.97	134997	22.15	213468	 0.79	189586	 8.08	89970	 4.67	176520	 0.59	130501	 3.63	247803	 0.79	183392	11.56	201786	31.11	201686	25.27	143444	48.35	205540	 0.44
lethal_PARP6_CELF6::chr15:72564749-72564814	16	18	189430	24.38	153821	 0.82	180898	15.58	113699	 2.05	177360	 1.36	178383	56.83	128029	16.57	153259	 1.73	145879	35.59	140262	 0.59	155780	42.49	140498	24.55	189215	 2.84	102108	 2.38	67846	 1.28	150247	 0.89	261434	23.00	264190	28.38	190268	19.14	211038	 1.60	124841	10.89	224640	 0.76	132208	21.55	68241	68.04	169345	16.76	126857	40.83	155162	11.25	105191	13.85	135673	 0.48	83088	 0.54	252652	35.07	142249	12.46	129208	29.24	111142	 2.29	115025	 5.57	87289	13.06	172333	 1.33	140283	21.23	80520	27.55	154853	 5.40	88141	 0.93	86343	27.79	101885	39.21	117569	 4.33	169633	19.48	143362	17.32	75224	 5.89	108077	88.06	138190	49.40	109090	 3.69	167474	13.29	103591	78.06	126871	 1.58	149054	 6.66	85448	42.84	137175	 2.14	142436	17.10	75722	46.61	167060	 0.83	108059	13.08	83316	 1.01	154921	25.58	89236	 4.70	105604	33.81	147001	29.79	52248	51.63	169302	37.06	81724	36.70	125008	35.35	111636	 0.95	146911	24.88	137552	 1.51	109216	 1.58	169650	70.06	166709	49.73	130600	52.74	160024	26.52	111561	 0.64	234007	 1.97	156245	23.34	172049	 1.20	103370	 2.62	165590	31.20	180500	34.89	134997	21.84	213468	 1.31	189586	 3.32	89970	 2.08	176520	 0.74	130501	 3.52	247803	 0.22	183392	12.33	201786	30.65	201686	21.42	143444	41.29	205540	 1.26
lethal_PARP6_CELF6::chr15:72564749-72564814	27	29	189430	20.03	153821	 0.45	180898	10.46	113699	 1.16	177360	 0.89	178383	38.45	128029	 4.06	153259	 0.81	145879	27.74	140262	 1.24	155780	38.78	140498	20.28	189215	 3.94	102108	 3.37	67846	 0.98	150247	 1.18	261434	14.14	264190	27.84	190268	19.18	211038	 0.35	124841	 3.61	224640	 1.09	132208	15.44	68241	66.13	169345	10.51	126857	38.30	155162	10.59	105191	 9.99	135673	 0.78	83088	 0.18	252652	34.83	142249	 9.38	129208	28.85	111142	 1.61	115025	10.92	87289	 5.30	172333	 0.94	140283	22.66	80520	25.89	154853	 2.60	88141	 1.35	86343	19.58	101885	46.45	117569	 2.72	169633	 3.50	143362	15.55	75224	 4.22	108077	52.92	138190	44.98	109090	 0.17	167474	10.48	103591	76.42	126871	 1.46	149054	 5.47	85448	41.11	137175	 0.18	142436	 6.78	75722	38.93	167060	 3.16	108059	 7.75	83316	 0.90	154921	23.69	89236	 2.52	105604	17.42	147001	17.44	52248	53.01	169302	31.18	81724	36.33	125008	34.99	111636	 1.73	146911	17.66	137552	 0.98	109216	 0.73	169650	25.07	166709	52.13	130600	28.49	160024	18.81	111561	 0.59	234007	 1.02	156245	14.88	172049	 1.16	103370	 3.29	165590	31.42	180500	21.81	134997	13.08	213468	 0.18	189586	 1.66	89970	 1.87	176520	 0.60	130501	 4.69	247803	 1.56	183392	11.54	201786	28.36	201686	 9.18	143444	19.49	205540	 1.07
lethal_PARP6_CELF6::chr15:72564749-72564814	34	36	189430	34.47	153821	 0.45	180898	11.57	113699	 3.33	177360	 4.80	178383	50.95	128029	 7.79	153259	 1.72	145879	37.52	140262	 1.76	155780	38.99	140498	22.19	189215	 3.29	102108	 2.44	67846	 1.06	150247	 0.81	261434	44.19	264190	29.56	190268	19.88	211038	 0.44	124841	10.06	224640	 0.57	132208	24.08	68241	68.40	169345	15.01	126857	40.18	155162	10.90	105191	16.29	135673	 1.00	83088	 0.96	252652	34.95	142249	15.09	129208	30.00	111142	 1.43	115025	22.55	87289	 8.36	172333	 1.07	140283	21.49	80520	29.26	154853	 4.20	88141	 1.37	86343	37.60	101885	27.16	117569	 3.53	169633	11.16	143362	21.74	75224	 6.94	108077	89.18	138190	47.88	109090	 2.62	167474	15.21	103591	77.04	126871	 2.29	149054	 6.45	85448	42.59	137175	 2.04	142436	15.09	75722	48.38	167060	 0.78	108059	13.61	83316	 0.53	154921	25.63	89236	 3.59	105604	27.75	147001	45.41	52248	51.79	169302	38.80	81724	36.39	125008	35.10	111636	 1.24	146911	27.22	137552	 1.60	109216	 1.25	169650	47.20	166709	50.66	130600	52.12	160024	24.42	111561	 0.63	234007	 1.31	156245	28.38	172049	 2.24	103370	 3.20	165590	30.97	180500	25.03	134997	19.03	213468	 1.06	189586	 8.47	89970	 2.03	176520	 0.81	130501	 4.21	247803	 0.58	183392	11.99	201786	32.83	201686	 9.88	143444	48.59	205540	 2.17
lethal_PARP6_CELF6::chr15:72564749-72564814	38	40	189430	23.59	153821	 1.30	180898	13.50	113699	 3.46	177360	 5.28	178383	59.59	128029	20.18	153259	 1.29	145879	37.35	140262	 0.75	155780	41.64	140498	20.74	189215	 3.86	102108	 3.78	67846	 0.83	150247	 1.16	261434	45.39	264190	28.02	190268	18.84	211038	 2.36	124841	 9.88	224640	 1.19	132208	24.22	68241	68.86	169345	15.75	126857	41.91	155162	11.14	105191	17.30	135673	 0.54	83088	 0.40	252652	34.50	142249	13.73	129208	29.05	111142	 1.75	115025	20.34	87289	12.42	172333	 0.35	140283	22.62	80520	27.26	154853	 4.56	88141	 2.41	86343	39.78	101885	42.99	117569	 3.05	169633	26.69	143362	22.33	75224	 7.68	108077	73.77	138190	51.58	109090	 2.95	167474	14.83	103591	77.64	126871	 2.37	149054	 9.01	85448	43.17	137175	 3.10	142436	13.53	75722	47.74	167060	 0.22	108059	12.10	83316	 0.28	154921	26.57	89236	 5.40	105604	27.30	147001	41.52	52248	51.90	169302	39.66	81724	35.76	125008	37.00	111636	 0.75	146911	26.19	137552	 1.06	109216	 1.05	169650	52.46	166709	52.23	130600	55.37	160024	31.04	111561	 0.77	234007	 2.36	156245	26.59	172049	 1.73	103370	 4.89	165590	30.92	180500	37.36	134997	19.16	213468	 0.82	189586	 7.07	89970	 1.56	176520	 2.19	130501	 4.96	247803	 0.54	183392	11.50	201786	33.30	201686	18.01	143444	44.61	205540	 1.27
lethal_PARP6_CELF6::chr15:72564749-72564814	43	45	189430	37.93	153821	 0.30	180898	13.95	113699	 3.11	177360	 6.06	178383	68.60	128029	24.55	153259	 1.69	145879	38.54	140262	 1.37	155780	43.22	140498	24.89	189215	 4.89	102108	10.18	67846	 1.30	150247	 0.98	261434	54.97	264190	30.44	190268	19.66	211038	 0.83	124841	14.08	224640	 1.11	132208	22.84	68241	67.31	169345	19.75	126857	40.22	155162	11.46	105191	21.04	135673	 1.43	83088	 1.07	252652	34.71	142249	21.43	129208	29.01	111142	 3.57	115025	28.72	87289	17.69	172333	 1.22	140283	25.13	80520	27.86	154853	 7.42	88141	 3.17	86343	40.96	101885	64.41	117569	 3.08	169633	25.96	143362	24.35	75224	 9.98	108077	90.98	138190	51.56	109090	 1.43	167474	14.17	103591	76.99	126871	 2.52	149054	11.72	85448	43.96	137175	 5.11	142436	18.54	75722	48.09	167060	 0.75	108059	15.04	83316	 0.70	154921	26.27	89236	 6.11	105604	43.72	147001	57.25	52248	52.47	169302	39.69	81724	36.42	125008	35.49	111636	 0.84	146911	29.57	137552	 2.70	109216	 1.98	169650	70.32	166709	51.05	130600	58.81	160024	31.74	111561	 0.83	234007	 3.60	156245	30.19	172049	 3.31	103370	 6.84	165590	31.37	180500	38.98	134997	23.57	213468	 0.21	189586	10.64	89970	 3.81	176520	 1.27	130501	 4.88	247803	 1.36	183392	12.55	201786	34.21	201686	23.49	143444	48.39	205540	 4.24
lethal_PARP6_CELF6::chr15:72564749-72564814	54	56	189430	24.05	153821	 1.88	180898	 8.77	113699	 1.72	177360	 3.85	178383	56.72	128029	13.78	153259	 0.74	145879	35.65	140262	 1.61	155780	36.01	140498	22.53	189215	 1.95	102108	 5.27	67846	 0.99	150247	 1.34	261434	43.18	264190	29.47	190268	19.81	211038	 0.58	124841	 9.81	224640	 0.44	132208	21.79	68241	66.94	169345	11.41	126857	40.16	155162	10.23	105191	13.46	135673	 1.06	83088	 0.33	252652	35.13	142249	13.26	129208	28.17	111142	 1.92	115025	15.26	87289	12.74	172333	 1.56	140283	21.64	80520	26.40	154853	 3.77	88141	 1.30	86343	41.43	101885	62.04	117569	 4.02	169633	 8.73	143362	22.07	75224	 8.65	108077	74.81	138190	50.00	109090	 0.09	167474	11.95	103591	75.59	126871	 1.35	149054	 9.82	85448	41.45	137175	 1.14	142436	15.10	75722	46.37	167060	 0.20	108059	12.93	83316	 0.70	154921	25.98	89236	 4.60	105604	31.56	147001	50.40	52248	51.61	169302	38.18	81724	33.62	125008	36.40	111636	 0.63	146911	20.39	137552	 0.68	109216	 0.92	169650	46.43	166709	50.99	130600	55.47	160024	26.02	111561	 0.51	234007	 1.88	156245	27.67	172049	 2.21	103370	 3.49	165590	31.92	180500	30.61	134997	19.97	213468	 1.37	189586	 6.71	89970	 2.58	176520	 0.35	130501	 2.81	247803	 0.36	183392	11.29	201786	26.68	201686	10.44	143444	41.18	205540	 0.39
lethal_PARP6_CELF6::chr15:72564749-72564814	62	64	189430	31.46	153821	 1.10	180898	16.79	113699	 4.74	177360	 7.23	178383	68.98	128029	29.74	153259	 2.91	145879	38.64	140262	 1.87	155780	44.47	140498	25.12	189215	 4.27	102108	10.82	67846	 0.99	150247	 0.95	261434	55.73	264190	28.50	190268	20.43	211038	 0.70	124841	15.13	224640	 1.01	132208	26.08	68241	68.18	169345	21.16	126857	39.78	155162	10.49	105191	24.63	135673	 1.74	83088	 1.10	252652	34.86	142249	18.05	129208	30.34	111142	 3.33	115025	31.75	87289	22.04	172333	 1.32	140283	23.54	80520	27.27	154853	 9.80	88141	 3.25	86343	40.43	101885	67.37	117569	 3.84	169633	34.73	143362	24.23	75224	13.52	108077	89.87	138190	51.07	109090	 2.58	167474	15.06	103591	77.95	126871	 4.31	149054	12.02	85448	42.24	137175	 3.00	142436	19.83	75722	47.37	167060	 3.98	108059	16.74	83316	 0.82	154921	26.66	89236	 6.98	105604	46.95	147001	59.41	52248	53.18	169302	40.41	81724	35.09	125008	36.07	111636	 1.38	146911	30.31	137552	 0.26	109216	 3.64	169650	72.29	166709	51.04	130600	60.65	160024	31.53	111561	 1.13	234007	 2.19	156245	29.65	172049	 2.21	103370	 6.48	165590	31.89	180500	37.19	134997	24.70	213468	 0.26	189586	13.20	89970	 5.22	176520	 1.23	130501	 4.49	247803	 0.88	183392	12.60	201786	34.24	201686	25.80	143444	49.25	205540	 0.27
lethal_PRDM8::chr4:81118580-81118621	6	8	434916	40.92	524476	50.80	341559	25.92	332910	24.84	460464	23.13	389277	17.01	246294	52.36	349702	35.08	511874	48.76	339591	66.94	335430	27.38	381480	64.78	498510	47.25	419338	16.91	547405	27.30	495738	16.43	256721	 6.08	388419	25.67	495242	33.71	495384	 6.55	353293	59.57	509409	35.17	331244	29.42	143754	58.32	392938	27.16	214122	72.98	459300	27.71	339984	37.44	279854	 4.95	405095	17.87	512774	62.85	436924	27.91	325473	30.90	246737	40.79	289179	16.33	328371	48.46	435050	14.98	334656	13.43	200571	48.57	512847	54.94	193618	32.37	193506	11.97	337861	 7.09	241664	20.93	327072	44.04	502006	52.05	152901	51.77	202573	38.55	260456	11.09	218946	42.59	380167	33.89	224454	17.67	390392	12.11	357624	17.55	209714	77.23	305857	24.83	515917	18.32	247591	35.83	262618	65.42	289200	35.92	268201	23.24	459590	17.70	345155	17.65	199906	 7.91	431241	24.64	284629	45.09	308934	42.73	119840	 3.60	400219	59.54	505445	67.57	478988	76.29	480691	30.28	362121	45.28	320160	18.68	459843	77.60	440571	82.47	443529	22.76	427129	37.09	323412	14.41	377905	40.68	504909	20.37	327196	37.84	429567	40.86	294298	83.55	460631	50.12	467331	20.84	402702	32.84	305937	43.50	506939	19.89	492720	44.96	295211	28.78	510501	21.31	294242	35.40	438761	38.75	377142	54.84	222469	49.32
lethal_PRDM8::chr4:81118580-81118621	18	20	434916	42.57	524476	53.49	341559	27.02	332910	25.32	460464	25.30	389277	18.27	246294	60.68	349702	38.59	511874	51.48	339591	69.13	335430	28.90	381480	67.91	498510	50.03	419338	18.94	547405	30.62	495738	17.57	256721	 4.77	388419	26.03	495242	36.22	495384	 8.16	353293	61.35	509409	38.11	331244	30.87	143754	62.81	392938	34.27	214122	74.50	459300	29.40	339984	40.73	279854	 6.37	405095	21.27	512774	64.84	436924	31.86	325473	36.70	246737	48.72	289179	16.69	328371	50.57	435050	16.52	334656	17.02	200571	54.17	512847	58.08	193618	40.52	193506	13.63	337861	 9.86	241664	25.09	327072	57.59	502006	56.90	152901	54.65	202573	45.66	260456	11.97	218946	45.01	380167	37.84	224454	19.15	390392	15.61	357624	21.06	209714	81.44	305857	26.22	515917	20.21	247591	40.16	262618	73.32	289200	40.62	268201	25.28	459590	19.34	345155	20.38	199906	 7.19	431241	30.93	284629	45.77	308934	47.34	119840	 4.00	400219	66.14	505445	70.16	478988	80.17	480691	31.76	362121	49.00	320160	26.07	459843	83.73	440571	89.03	443529	25.45	427129	41.65	323412	15.50	377905	45.61	504909	24.85	327196	40.00	429567	41.29	294298	85.59	460631	52.73	467331	23.68	402702	34.17	305937	47.02	506939	21.76	492720	48.67	295211	31.33	510501	25.18	294242	41.71	438761	40.57	377142	57.16	222469	54.82
lethal_PRDM8::chr4:81118580-81118621	20	22	434916	40.66	524476	50.25	341559	27.49	332910	23.88	460464	23.85	389277	16.97	246294	55.40	349702	37.42	511874	50.03	339591	69.04	335430	27.06	381480	65.48	498510	47.83	419338	17.17	547405	27.45	495738	16.34	256721	 6.79	388419	26.11	495242	33.70	495384	 6.79	353293	61.12	509409	33.69	331244	29.51	143754	59.91	392938	32.21	214122	72.47	459300	27.76	339984	37.53	279854	 4.94	405095	18.80	512774	63.85	436924	29.22	325473	33.36	246737	42.72	289179	17.39	328371	47.92	435050	13.64	334656	14.45	200571	51.09	512847	56.28	193618	38.78	193506	11.97	337861	 8.29	241664	20.95	327072	52.12	502006	53.39	152901	53.15	202573	39.27	260456	11.94	218946	39.46	380167	35.14	224454	18.26	390392	12.74	357624	19.74	209714	79.20	305857	25.18	515917	19.34	247591	36.22	262618	68.48	289200	37.51	268201	23.42	459590	17.32	345155	19.89	199906	 6.89	431241	26.65	284629	44.81	308934	45.12	119840	 2.56	400219	64.44	505445	67.37	478988	79.58	480691	30.78	362121	46.21	320160	22.25	459843	82.07	440571	88.86	443529	22.31	427129	39.60	323412	13.29	377905	41.39	504909	23.10	327196	37.42	429567	38.40	294298	82.29	460631	49.85	467331	22.38	402702	32.93	305937	42.95	506939	19.08	492720	48.50	295211	30.19	510501	22.67	294242	37.31	438761	39.26	377142	56.85	222469	49.61
